Prot_ID	Secretion_Signal	TargetP_Location	CAMPR3_SVM	CAMPR3_RF	XXX	CAMPR3_ANN	CAMPR3_DA	iAMPred_AntiBacterial	iAMPred_AntiViral	iAMPred_AntiFungal	DBAASP	SecretomeP
EgrG_000430700	OTHER	_	0	0	XXX	0	0	0.330	0.589	0.129	0	0
EgrG_000036200	OTHER	_	0	0	XXX	0	0	0.008	0.277	0.013	0	0
EgrG_001046400	OTHER	M	0	0	XXX	0	0	0.434	0.621	0.574	0	0
EgrG_001061400	OTHER	_	0	0	XXX	0	0	0.512	0.176	0.352	0	0
EgrG_002048700	SP(Sec/SPI)	S	1	1	XXX	1	1	0.101	0.353	0.305	0	0
EgrG_000934400	OTHER	_	0	0	XXX	0	0	0.141	0.350	0.111	0	0
EgrG_000940500	OTHER	_	0	1	XXX	0	0	0.382	0.469	0.362	1	0
EgrG_000069420	OTHER	_	1	1	XXX	0	1	0.991	0.972	0.963	0	0
EgrG_000569600	SP(Sec/SPI)	S	1	1	XXX	1	1	0.479	0.757	0.532	0	0
EgrG_000202300	OTHER	_	1	0	XXX	0	0	0.019	0.049	0.041	0	0
EgrG_000166900	SP(Sec/SPI)	S	0	0	XXX	0	0	0.027	0.131	0.017	0	1
EgrG_002036300	OTHER	M	1	1	XXX	1	1	0.251	0.479	0.558	0	0
EgrG_001064000	OTHER	M	1	1	XXX	1	1	0.093	0.317	0.292	0	0
EgrG_000474400	OTHER	_	0	0	XXX	0	0	0.897	0.681	0.558	0	0
EgrG_000071500	OTHER	_	0	1	XXX	0	0	0.739	0.712	0.699	0	0
EgrG_000890900	OTHER	_	0	0	XXX	0	0	0.287	0.293	0.142	1	0
EgrG_000357300	OTHER	M	0	0	XXX	0	0	0.006	0.033	0.011	0	0
EgrG_002041600	OTHER	M	0	0	XXX	0	0	0.151	0.423	0.194	0	0
EgrG_000434700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.118	0.440	0.190	1	0
EgrG_000422800	OTHER	_	0	0	XXX	0	0	0.020	0.077	0.047	1	0
EgrG_002320900	OTHER	_	0	0	XXX	0	0	0.074	0.353	0.054	0	0
EgrG_000593400	OTHER	M	1	1	XXX	0	1	0.201	0.550	0.162	0	0
EgrG_000248800	OTHER	_	1	1	XXX	0	1	0.140	0.384	0.093	0	0
EgrG_002043300	OTHER	S	0	0	XXX	0	0	0.078	0.296	0.056	0	0
EgrG_002011600	OTHER	_	0	0	XXX	0	0	0.438	0.661	0.549	1	0
EgrG_001093000	OTHER	_	0	0	XXX	0	0	0.517	0.340	0.207	0	0
EgrG_000171700	OTHER	M	0	1	XXX	0	0	0.232	0.593	0.414	0	0
EgrG_002071800	OTHER	_	1	1	XXX	0	0	0.089	0.289	0.048	0	0
EgrG_000862500	OTHER	_	0	0	XXX	0	0	0.092	0.205	0.081	0	0
EgrG_000730700	OTHER	_	0	0	XXX	0	0	0.711	0.599	0.097	0	0
EgrG_001173400	OTHER	_	0	1	XXX	0	0	0.102	0.459	0.061	0	0
EgrG_002023300	SP(Sec/SPI)	S	1	1	XXX	0	1	0.652	0.783	0.468	0	0
EgrG_000091400	OTHER	_	0	0	XXX	0	0	0.012	0.155	0.033	1	0
EgrG_002040000	OTHER	_	0	1	XXX	0	0	0.010	0.197	0.013	0	0
EgrG_002019600	OTHER	_	0	1	XXX	0	1	0.014	0.103	0.104	0	0
EgrG_000888700	OTHER	S	0	0	XXX	0	0	0.089	0.243	0.041	0	0
EgrG_000524500	OTHER	_	0	0	XXX	0	0	0.443	0.293	0.754	1	0
EgrG_000936100	OTHER	S	0	0	XXX	0	0	0.209	0.567	0.138	0	0
EgrG_000828600	OTHER	_	1	1	XXX	1	0	0.693	0.798	0.855	1	0
EgrG_000983100	OTHER	_	0	0	XXX	0	0	0.105	0.169	0.158	0	0
EgrG_002047200	OTHER	_	0	0	XXX	0	0	0.047	0.081	0.018	0	0
EgrG_001017900	OTHER	_	0	0	XXX	0	0	0.008	0.075	0.005	0	0
EgrG_000558100	OTHER	M	0	1	XXX	0	0	0.057	0.259	0.065	0	0
EgrG_000043400	SP(Sec/SPI)	S	0	1	XXX	0	0	0.073	0.636	0.071	0	0
EgrG_000340300	OTHER	_	0	1	XXX	1	0	0.372	0.750	0.816	0	0
EgrG_000419200	SP(Sec/SPI)	S	1	1	XXX	1	1	0.922	0.933	0.920	0	0
EgrG_000669600	OTHER	_	0	0	XXX	0	0	0.185	0.428	0.072	0	0
EgrG_001143900	OTHER	_	1	1	XXX	0	1	0.070	0.479	0.247	0	1
EgrG_000529600	OTHER	M	1	1	XXX	0	1	0.145	0.299	0.387	0	0
EgrG_000474600	OTHER	_	0	0	XXX	0	0	0.005	0.013	0.004	0	0
EgrG_002031200	OTHER	M	0	0	XXX	1	0	0.349	0.678	0.525	0	0
EgrG_000707100	OTHER	_	0	0	XXX	0	0	0.021	0.103	0.013	0	0
EgrG_000094500	OTHER	_	0	0	XXX	0	0	0.058	0.138	0.070	0	1
EgrG_001011400	OTHER	S	0	0	XXX	0	0	0.181	0.280	0.136	0	0
EgrG_001122300	OTHER	_	0	0	XXX	0	0	0.034	0.061	0.060	0	0
EgrG_000668000	OTHER	_	0	0	XXX	0	0	0.036	0.172	0.072	0	0
EgrG_000167000	OTHER	_	1	1	XXX	0	0	0.078	0.309	0.043	0	0
EgrG_000465600	OTHER	_	0	0	XXX	0	0	0.345	0.275	0.417	0	0
EgrG_001074500	OTHER	M	0	0	XXX	0	0	0.183	0.442	0.056	0	1
EgrG_000096800	OTHER	M	0	0	XXX	0	0	0.229	0.139	0.527	1	0
EgrG_000104100	OTHER	_	1	1	XXX	0	0	0.547	0.678	0.330	0	0
EgrG_002057600	OTHER	_	1	1	XXX	1	0	0.339	0.557	0.408	0	0
EgrG_000710300	OTHER	_	1	1	XXX	1	1	0.048	0.352	0.326	0	0
EgrG_000731500	OTHER	_	0	0	XXX	0	0	0.173	0.491	0.105	0	0
EgrG_000947000	OTHER	_	0	1	XXX	0	0	0.316	0.500	0.156	0	0
EgrG_002065900	OTHER	_	0	0	XXX	0	0	0.029	0.422	0.013	0	0
EgrG_000412600	SP(Sec/SPI)	S	0	1	XXX	0	0	0.072	0.177	0.112	0	1
EgrG_001100000	OTHER	_	1	1	XXX	0	1	0.482	0.815	0.653	0	0
EgrG_002067800	SP(Sec/SPI)	M	0	0	XXX	1	0	0.587	0.756	0.806	0	0
EgrG_000652200	OTHER	_	1	1	XXX	1	0	0.709	0.707	0.603	0	0
EgrG_002039400	OTHER	_	1	1	XXX	0	1	0.039	0.318	0.049	0	0
EgrG_002013300	OTHER	M	0	1	XXX	0	0	0.500	0.750	0.541	0	0
EgrG_000811300	OTHER	_	0	0	XXX	0	0	0.745	0.826	0.929	1	0
EgrG_000776100	OTHER	_	0	0	XXX	0	0	0.107	0.434	0.092	0	0
EgrG_000152100	OTHER	M	1	1	XXX	1	1	0.629	0.761	0.687	0	0
EgrG_000959200	OTHER	S	0	0	XXX	0	0	0.085	0.266	0.052	0	0
EgrG_000126800	OTHER	_	0	0	XXX	0	0	0.243	0.358	0.080	0	0
EgrG_000784700	OTHER	_	0	0	XXX	0	0	0.071	0.361	0.139	1	0
EgrG_000070800	OTHER	_	0	0	XXX	0	0	0.223	0.479	0.348	0	0
EgrG_000715000	OTHER	M	0	0	XXX	0	0	0.021	0.124	0.029	0	0
EgrG_000316800	OTHER	_	1	1	XXX	0	1	0.327	0.704	0.167	0	0
EgrG_000185800	OTHER	_	0	0	XXX	0	0	0.852	0.508	0.710	0	0
EgrG_000892400	OTHER	M	0	0	XXX	0	0	0.185	0.440	0.561	0	0
EgrG_000496500	OTHER	M	0	1	XXX	0	0	0.802	0.878	0.834	0	0
EgrG_001182100	OTHER	_	0	0	XXX	0	0	0.010	0.197	0.011	0	0
EgrG_000832100	OTHER	S	1	1	XXX	0	0	0.024	0.222	0.029	0	0
EgrG_002027700	OTHER	S	1	1	XXX	0	1	0.307	0.598	0.312	0	1
EgrG_000621200	OTHER	_	1	1	XXX	0	1	0.421	0.801	0.300	0	0
EgrG_000991100	OTHER	_	0	1	XXX	0	0	0.393	0.532	0.299	0	0
EgrG_000153100	OTHER	_	0	0	XXX	0	0	0.147	0.500	0.115	0	0
EgrG_001159700	OTHER	_	0	0	XXX	0	0	0.014	0.149	0.015	0	0
EgrG_001053300	OTHER	_	0	0	XXX	0	0	0.042	0.046	0.020	0	0
EgrG_000260300	OTHER	M	0	0	XXX	1	1	0.026	0.355	0.097	0	0
EgrG_000575400	OTHER	_	1	1	XXX	0	1	0.325	0.603	0.592	0	1
EgrG_000853600	OTHER	S	0	0	XXX	0	0	0.887	0.811	0.688	0	0
EgrG_000783500	OTHER	M	0	0	XXX	0	0	0.371	0.601	0.254	0	0
EgrG_000821600	OTHER	_	1	0	XXX	1	0	0.179	0.614	0.209	0	0
EgrG_000681600	OTHER	_	1	0	XXX	0	0	0.774	0.459	0.799	0	0
EgrG_000819800	OTHER	_	0	1	XXX	0	0	0.558	0.611	0.436	0	0
EgrG_000396300	OTHER	M	1	1	XXX	1	1	0.642	0.636	0.500	0	0
EgrG_000482100	OTHER	_	1	1	XXX	0	0	0.440	0.730	0.309	0	0
EgrG_000042400	SP(Sec/SPI)	S	0	0	XXX	0	0	0.064	0.162	0.035	0	0
EgrG_000991900	OTHER	_	0	0	XXX	0	0	0.094	0.306	0.131	1	1
EgrG_002009800	OTHER	_	0	0	XXX	0	0	0.225	0.073	0.105	0	0
EgrG_000090000	OTHER	_	0	0	XXX	0	0	0.477	0.712	0.231	0	1
EgrG_000788600	OTHER	M	0	0	XXX	0	0	0.307	0.553	0.278	0	0
EgrG_000396100	OTHER	_	0	0	XXX	0	0	0.102	0.192	0.166	0	0
EgrG_002038200	OTHER	S	0	0	XXX	0	0	0.044	0.459	0.067	0	0
EgrG_001066300	OTHER	_	0	0	XXX	0	0	0.048	0.338	0.022	0	0
EgrG_002025200	OTHER	_	0	0	XXX	0	0	0.181	0.386	0.370	0	0
EgrG_000139300	OTHER	_	0	1	XXX	0	0	0.064	0.686	0.122	0	0
EgrG_002021000	OTHER	_	0	0	XXX	0	0	0.118	0.283	0.053	0	0
EgrG_001111600	OTHER	_	0	1	XXX	0	0	0.090	0.520	0.151	0	0
EgrG_000409000	OTHER	M	0	1	XXX	0	1	0.621	0.663	0.818	0	0
EgrG_000006700	OTHER	_	0	0	XXX	0	0	0.165	0.422	0.087	0	0
EgrG_000803400	OTHER	M	1	1	XXX	0	1	0.190	0.594	0.356	0	0
EgrG_000933900	OTHER	_	0	0	XXX	0	0	0.007	0.049	0.004	0	0
EgrG_000702500	OTHER	_	0	0	XXX	0	0	0.069	0.340	0.098	0	0
EgrG_000314600	OTHER	S	1	1	XXX	0	1	0.018	0.337	0.019	0	1
EgrG_002067400	OTHER	_	0	1	XXX	0	0	0.437	0.221	0.346	0	0
EgrG_000146150	SP(Sec/SPI)	S	0	0	XXX	0	0	0.007	0.027	0.035	1	1
EgrG_000937600	OTHER	_	1	1	XXX	0	1	0.914	0.966	0.917	1	0
EgrG_000553600	OTHER	_	1	1	XXX	0	1	0.130	0.477	0.265	0	0
EgrG_000628900	OTHER	_	1	1	XXX	0	1	0.224	0.336	0.405	0	0
EgrG_002016400	OTHER	_	0	0	XXX	0	0	0.096	0.149	0.248	0	0
EgrG_001128700	OTHER	_	1	1	XXX	1	1	0.686	0.858	0.518	0	0
EgrG_000537300	OTHER	_	0	0	XXX	1	0	0.957	0.930	0.858	1	0
EgrG_000732120	OTHER	_	0	0	XXX	0	0	0.074	0.567	0.078	0	0
EgrG_001048700	OTHER	M	0	1	XXX	1	1	0.110	0.285	0.387	0	0
EgrG_000899700	OTHER	M	1	1	XXX	0	1	0.131	0.346	0.236	0	0
EgrG_002017800	OTHER	_	0	0	XXX	0	0	0.169	0.306	0.074	0	1
EgrG_000370300	OTHER	_	0	1	XXX	0	0	0.117	0.320	0.067	0	0
EgrG_001007000	OTHER	_	1	1	XXX	1	1	0.530	0.749	0.537	0	0
EgrG_001186400	OTHER	_	1	1	XXX	1	1	0.959	0.877	0.828	1	0
EgrG_002040800	OTHER	_	0	0	XXX	0	0	0.032	0.161	0.026	0	0
EgrG_000738600	OTHER	_	0	0	XXX	0	0	0.336	0.494	0.162	0	0
EgrG_000977800	OTHER	S	0	0	XXX	0	0	0.037	0.092	0.129	0	0
EgrG_000092400	SP(Sec/SPI)	S	0	0	XXX	0	0	0.344	0.265	0.241	0	1
EgrG_000695000	OTHER	S	1	1	XXX	0	0	0.370	0.734	0.457	0	0
EgrG_001083000	OTHER	_	0	0	XXX	0	0	0.762	0.500	0.617	0	0
EgrG_000381700	OTHER	_	0	0	XXX	0	0	0.735	0.312	0.542	0	0
EgrG_001008000	OTHER	_	0	1	XXX	0	0	0.024	0.296	0.045	0	0
EgrG_001039800	OTHER	S	1	0	XXX	0	0	0.405	0.324	0.270	0	1
EgrG_000191600	OTHER	_	0	0	XXX	0	0	0.080	0.065	0.447	0	0
EgrG_000474200	OTHER	_	1	1	XXX	0	1	0.693	0.526	0.385	0	0
EgrG_000740500	SP(Sec/SPI)	S	1	1	XXX	0	1	0.265	0.308	0.399	1	0
EgrG_000336200	OTHER	_	0	0	XXX	0	0	0.380	0.370	0.263	0	1
EgrG_000405400	OTHER	_	0	0	XXX	0	0	0.634	0.397	0.753	0	0
EgrG_000663400	SP(Sec/SPI)	S	0	1	XXX	0	0	0.054	0.323	0.033	0	1
EgrG_002052400	OTHER	_	0	1	XXX	0	0	0.820	0.770	0.571	0	0
EgrG_000933400.1	OTHER	_	0	0	XXX	0	0	0.045	0.494	0.067	0	0
EgrG_000933400.2	OTHER	_	0	0	XXX	0	0	0.093	0.531	0.275	0	0
EgrG_000128300	OTHER	_	1	1	XXX	1	1	0.594	0.837	0.626	0	0
EgrG_002020800	OTHER	M	1	1	XXX	0	0	0.489	0.742	0.400	0	0
EgrG_000619200	OTHER	_	0	0	XXX	0	0	0.282	0.768	0.614	1	0
EgrG_000816700	OTHER	S	1	0	XXX	1	0	0.714	0.682	0.740	0	0
EgrG_002044200	OTHER	M	0	0	XXX	0	0	0.009	0.062	0.037	0	1
EgrG_002017700	OTHER	S	1	1	XXX	0	1	0.115	0.520	0.276	0	0
EgrG_001115200	OTHER	S	0	1	XXX	0	0	0.043	0.212	0.058	0	0
EgrG_000105800	OTHER	_	1	1	XXX	0	1	0.206	0.390	0.559	0	0
EgrG_001137300	SP(Sec/SPI)	S	1	1	XXX	1	1	0.982	0.971	0.966	0	1
EgrG_002035700	OTHER	_	0	0	XXX	0	0	0.008	0.038	0.029	0	0
EgrG_000205200	SP(Sec/SPI)	S	0	1	XXX	0	0	0.223	0.202	0.262	0	0
EgrG_000076100	OTHER	_	0	1	XXX	0	0	0.140	0.216	0.124	0	0
EgrG_002004200	OTHER	_	0	0	XXX	1	0	0.474	0.531	0.527	0	0
EgrG_000990900	OTHER	_	1	1	XXX	0	1	0.828	0.808	0.840	1	0
EgrG_001081300	SP(Sec/SPI)	S	0	0	XXX	0	0	0.047	0.151	0.021	0	1
EgrG_001125600	OTHER	_	1	1	XXX	0	1	0.090	0.539	0.084	0	0
EgrG_000323300	OTHER	_	1	1	XXX	1	1	0.757	0.841	0.881	1	0
EgrG_001089900	OTHER	_	0	0	XXX	0	0	0.061	0.184	0.184	0	0
EgrG_000880800	OTHER	M	0	1	XXX	0	0	0.696	0.883	0.641	1	0
EgrG_002039000	OTHER	S	0	1	XXX	0	0	0.036	0.275	0.028	0	0
EgrG_000193900	OTHER	_	0	1	XXX	0	0	0.024	0.334	0.071	1	0
EgrG_001011200	OTHER	M	0	0	XXX	0	0	0.327	0.284	0.373	0	0
EgrG_001183100	OTHER	_	0	0	XXX	0	0	0.571	0.626	0.663	1	0
EgrG_000150900	OTHER	_	0	0	XXX	0	0	0.167	0.150	0.074	0	0
EgrG_000746500	OTHER	_	0	0	XXX	0	0	0.030	0.097	0.104	0	0
EgrG_000894400	OTHER	_	0	1	XXX	0	0	0.035	0.415	0.029	0	0
EgrG_000493900	OTHER	S	1	1	XXX	0	1	0.046	0.406	0.052	0	0
EgrG_002028800	OTHER	_	1	1	XXX	0	1	0.147	0.500	0.336	0	0
EgrG_000183800	OTHER	_	1	1	XXX	1	1	0.820	0.887	0.935	1	0
EgrG_000073600	OTHER	_	0	0	XXX	0	0	0.129	0.232	0.124	0	0
EgrG_000306400	OTHER	_	1	1	XXX	1	1	0.013	0.073	0.017	0	0
EgrG_000472400	OTHER	_	0	0	XXX	0	0	0.303	0.269	0.665	0	0
EgrG_002070500	SP(Sec/SPI)	S	1	1	XXX	1	1	0.924	0.724	0.703	0	0
EgrG_000840300	OTHER	_	1	1	XXX	1	1	0.580	0.723	0.854	0	0
EgrG_002026500	OTHER	S	1	1	XXX	0	1	0.313	0.775	0.204	1	0
EgrG_000493800	OTHER	_	0	0	XXX	0	0	0.166	0.470	0.114	0	0
EgrG_002069700	OTHER	S	1	1	XXX	0	1	0.741	0.584	0.334	0	1
EgrG_001086100	OTHER	_	1	1	XXX	1	1	0.444	0.427	0.409	0	0
EgrG_000230500	OTHER	_	0	0	XXX	0	0	0.044	0.209	0.035	0	0
EgrG_000526800	SP(Sec/SPI)	S	1	1	XXX	0	1	0.028	0.301	0.027	0	1
EgrG_001046700	SP(Sec/SPI)	S	1	1	XXX	0	1	0.109	0.522	0.254	0	1
EgrG_000350800	OTHER	M	0	0	XXX	0	0	0.217	0.397	0.549	1	0
EgrG_001053500	OTHER	_	0	1	XXX	1	0	0.853	0.815	0.894	0	0
EgrG_002021400	OTHER	M	0	0	XXX	0	0	0.087	0.203	0.168	0	1
EgrG_000814700	OTHER	_	1	0	XXX	1	0	0.224	0.538	0.284	0	0
EgrG_001154700	OTHER	_	0	1	XXX	0	0	0.697	0.791	0.629	0	0
EgrG_001180300	OTHER	_	0	0	XXX	0	0	0.519	0.541	0.523	1	0
EgrG_000834000	OTHER	_	1	0	XXX	0	0	0.732	0.857	0.947	0	0
EgrG_000925100	OTHER	_	1	1	XXX	1	1	0.947	0.922	0.963	0	0
EgrG_000842800	SP(Sec/SPI)	S	1	1	XXX	1	0	0.652	0.825	0.786	0	1
EgrG_000423800	OTHER	_	0	0	XXX	0	1	0.816	0.815	0.868	0	0
EgrG_000514000	OTHER	_	0	1	XXX	0	0	0.022	0.181	0.116	0	0
EgrG_000354500	SP(Sec/SPI)	S	0	0	XXX	1	0	0.975	0.924	0.909	0	1
EgrG_000258100	OTHER	M	0	0	XXX	0	0	0.345	0.246	0.343	0	1
EgrG_002068900	OTHER	M	1	1	XXX	1	1	0.809	0.852	0.904	0	0
EgrG_000342200	OTHER	S	0	0	XXX	0	0	0.077	0.319	0.086	0	0
EgrG_001113900	OTHER	_	0	0	XXX	0	0	0.068	0.373	0.048	0	0
EgrG_001194700	OTHER	_	0	1	XXX	0	0	0.101	0.331	0.172	1	0
EgrG_000088900	OTHER	_	0	0	XXX	0	0	0.020	0.142	0.028	0	0
EgrG_000520100	OTHER	_	1	1	XXX	0	1	0.737	0.664	0.500	0	0
EgrG_001044800	OTHER	_	0	0	XXX	0	0	0.071	0.409	0.266	0	0
EgrG_000084900	OTHER	_	0	0	XXX	0	0	0.031	0.181	0.030	0	1
EgrG_002018100	OTHER	_	0	0	XXX	0	0	0.297	0.344	0.156	0	0
EgrG_002022400	SP(Sec/SPI)	S	1	1	XXX	0	1	0.259	0.407	0.160	0	0
EgrG_000240300	SP(Sec/SPI)	S	1	1	XXX	0	0	0.156	0.315	0.212	0	1
EgrG_002065100	OTHER	_	1	1	XXX	0	1	0.694	0.728	0.711	0	0
EgrG_000448300	OTHER	_	0	0	XXX	0	0	0.109	0.326	0.260	0	0
EgrG_000671200	OTHER	_	1	1	XXX	0	1	0.621	0.857	0.635	0	0
EgrG_000424100	OTHER	S	1	0	XXX	0	0	0.080	0.226	0.048	0	0
EgrG_000958900	OTHER	_	1	1	XXX	0	1	0.042	0.685	0.049	0	0
EgrG_000059300	OTHER	_	1	1	XXX	1	1	0.998	0.974	0.996	0	0
EgrG_000181000	OTHER	_	0	0	XXX	0	0	0.177	0.775	0.429	0	0
EgrG_000654900	OTHER	_	0	1	XXX	0	0	0.175	0.343	0.304	1	0
EgrG_002052700	OTHER	_	0	1	XXX	0	1	0.020	0.254	0.019	0	0
EgrG_000052600	OTHER	_	0	0	XXX	0	0	0.360	0.615	0.173	0	0
EgrG_000246300	OTHER	_	1	1	XXX	1	1	0.971	0.909	0.988	0	0
EgrG_000087200	OTHER	_	0	0	XXX	0	0	0.045	0.171	0.045	0	0
EgrG_000755100	OTHER	S	1	1	XXX	0	1	0.027	0.298	0.028	0	0
EgrG_000304200	OTHER	_	1	1	XXX	0	0	0.514	0.705	0.507	0	0
EgrG_000952000	OTHER	S	0	1	XXX	0	0	0.068	0.460	0.171	0	0
EgrG_002050700	OTHER	_	1	1	XXX	1	1	0.926	0.951	0.812	0	0
EgrG_000602200	OTHER	_	0	0	XXX	0	0	0.143	0.183	0.126	0	0
EgrG_000761000	OTHER	_	1	1	XXX	1	1	0.853	0.901	0.840	0	0
EgrG_002053400	OTHER	M	1	1	XXX	0	1	0.157	0.113	0.388	0	0
EgrG_000069700	OTHER	S	0	1	XXX	0	0	0.012	0.136	0.040	0	0
EgrG_000729700	OTHER	_	0	1	XXX	0	0	0.893	0.821	0.920	0	0
EgrG_001139300	OTHER	_	0	0	XXX	0	0	0.173	0.192	0.099	0	0
EgrG_000081300	OTHER	_	1	1	XXX	0	1	0.920	0.932	0.850	0	0
EgrG_000724500	SP(Sec/SPI)	S	1	1	XXX	1	1	0.991	0.950	0.981	0	0
EgrG_000512000	OTHER	_	1	0	XXX	0	0	0.515	0.731	0.790	1	0
EgrG_002022800	OTHER	_	0	0	XXX	0	0	0.787	0.605	0.351	0	0
EgrG_000510800	OTHER	S	0	0	XXX	0	0	0.070	0.116	0.047	0	0
EgrG_000071100	OTHER	_	1	1	XXX	0	0	0.371	0.607	0.472	0	0
EgrG_001183200	OTHER	S	1	1	XXX	0	1	0.025	0.253	0.093	0	0
EgrG_002016100	OTHER	_	0	0	XXX	0	0	0.698	0.458	0.323	0	0
EgrG_000314900	OTHER	_	0	0	XXX	0	0	0.592	0.549	0.500	0	0
EgrG_000889500	OTHER	_	0	0	XXX	0	0	0.010	0.055	0.022	0	0
EgrG_001005300	OTHER	_	0	1	XXX	0	1	0.101	0.241	0.331	0	1
EgrG_000342500	OTHER	_	0	1	XXX	0	1	0.014	0.168	0.018	0	0
EgrG_000981200	OTHER	S	0	1	XXX	0	0	0.317	0.795	0.554	1	0
EgrG_000549400	SP(Sec/SPI)	S	1	1	XXX	0	1	0.871	0.846	0.844	0	1
EgrG_000946800	OTHER	_	0	1	XXX	0	0	0.528	0.677	0.254	0	0
